,Product Brand,Product Name,Price,Return/Exchange,Product Availability,Delivery Type,Product URL
68,JUAREZ,"Juarez JRZ-ST01 38 Inches Wood 6-String Electric Guitar, Right Handed, Full Black, With Case/Bag And Picks (Black)","₹5,359",--,In stock,FREE delivery,https://www.amazon.in/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOGM/ref=sr_1_55?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-55
69,JUAREZ,"Juarez 41 Inch Acoustic Guitar Kit with Truss Rod, Solid Linden Wood, Ziko Strings, Pearl Rosette, Rosewood Fretboard & Bridge, Die Cast Machine with Picks, Strap, Strings & Bag, High Gloss Black","₹2,759",--,In stock,FREE delivery,https://www.amazon.in/Acoustic-Strings-Rosette-Rosewood-Fretboard/dp/B09FPQX7RN/ref=sr_1_56?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-56
70,--,"JBSG 4-String Acoustic Guitar Learning Kids Toy, Brown 18",₹689,--,In stock,FREE delivery,https://www.amazon.in/4-String-Acoustic-Guitar-Learning-Brown/dp/B08RF2CQH3/ref=sr_1_57?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-57
71,blueberry,"BLUEBERRY VIP-380, Acoustic Guitar Kit With Bag, Belt, String Set and 2 Picks - 38 Inch (Black)","₹2,849",--,In stock,FREE delivery,https://www.amazon.in/Blueberry-VIP-380-38Inch-Acoustic-Guitar/dp/B0BVR96DWH/ref=sr_1_58?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-58
72,blueberry,"BLUEBERRY D38S, Acoustic Guitar Kit Inbuilt Truss Rod, with Bag, Belt, One Pack Strings And Picks - 38 Inch (Brown)","₹2,849",--,In stock,FREE delivery,https://www.amazon.in/Blueberry-Acoustic-Guitar-Inbuilt-Strings/dp/B07PHZ16BG/ref=sr_1_59?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-59
73,Belear,"Belear I280 38 Inch Black Matt Spruce Cutaway, Acoustic Guitar, with Dual Action Truss Rod","₹2,589",--,In stock,FREE delivery,https://www.amazon.in/Belear-Spruce-Cutaway-Acoustic-Guitar/dp/B0BHTBLQGZ/ref=sr_1_60?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-60
74,PS Signature,"PS Signature 41inch Acoustic Guitar Black Matte New Model (Free 1 set Strings, 3 Picks, Bag & Belt)","₹3,799",,In stock,FREE delivery,https://www.amazon.in/PS-Signature-41inch-Acoustic-Strings/dp/B0CGXL3VKG/ref=sr_1_61?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-61
75,JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38CT, Hippie Funky Design, with Bag, Picks, Strap & Extra String set","₹2,595",--,In stock,FREE delivery,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_62?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-62
76,blueberry,"BLUEBERRY VIP-382, Acoustic Guitar, Cutway Innovative design With Bag, Belt, String Set And 2 Picks - 38 Inch (Black)","₹2,370",--,In stock,FREE delivery,https://www.amazon.in/Blueberry-VIP-382-38Inch-Cutaway-Acoustic/dp/B0BVVB1NNX/ref=sr_1_63?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-63
77,PS Signature,"PS Signature 41inch RoseWood Acoustic Guitar, Free 1 set Strings, 3 Picks, Bag & Belt)","₹3,899",,In stock,FREE delivery,https://www.amazon.in/PS-Signature-RoseWood-Acoustic-Strings/dp/B0CK9822R4/ref=sr_1_64?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-64
78,VAULT,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar - Natural","₹4,654",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Strings-Straps-String-winder-Polishing/dp/B07RV9FJ2Z/ref=sr_1_65?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-65
79,PS Signature,"PS Signature 41inch PURE SEFALI WOOD Acoustic Guitar (WOODEN COLOR), Free 1 set Strings, 3 Picks, Bag & Belt)","₹3,999",,In stock,FREE delivery,https://www.amazon.in/PS-Signature-41inch-Acoustic-Strings/dp/B0CR1SHBMV/ref=sr_1_66?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-66
80,JUAREZ,"Juarez JRZ38C/3TSNA Acoustic Guitar, 38 Inch Cutaway, 3TS Sunburst","₹1,899",--,In stock,FREE delivery,https://www.amazon.in/JUAREZ-JRZ38C-3TSNA/dp/B0BCQQRDF3/ref=sr_1_67?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-67
81,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway, JRZ38C/BKNA Black","₹1,939",--,In stock,FREE delivery,https://www.amazon.in/JUAREZ-JRZ38C-BKNA/dp/B0BCQNVPRB/ref=sr_1_68?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-68
82,American-Elm,AmericanElm Wooden Guitar Shape for Crafts and Decoration - Laser Cut - Guitar Decor - Miniature Guitar,₹209,--,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfbXRmOjIwMTQ2MzczMjc0ODk4OjowOjo&url=%2FAmericanElm-Wooden-Guitar-Crafts-Decoration%2Fdp%2FB09BR66DWS%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
83,SG Musical,SG Musical - Metal Guitar Stand - Universal Guitar Floor Stand,₹599,--,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfbXRmOjMwMDE1MTQ1NDkxODgzMjo6MDo6&url=%2FSG-Musical-Metal-Guitar-Universal%2Fdp%2FB0BG5M472T%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
84,Generic,"Guitar Kit Set Guitar Strings Changing Kit Guitar Tool Kit with 6 Strings, 6 Multicolored Picks, 1 String Winder cutter, 1 Guitar Tuner for Acoustic Guitars",₹899,--,In stock,--,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfbXRmOjMwMDEzNDY1NDYwNjczMjo6MDo6&url=%2FStrings-Changing-Multicolored-Acoustic-Guitars%2Fdp%2FB0C6DVLGLP%2Fref%3Dsr_1_71_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
85,--,"SG Musical - Guitar Belt, Rubber Guitar Pick Holder, 4 picks, 4 silicon fingers",₹319,,In stock,FREE delivery,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjI2OTY2Nzc3Njk2MDg5OjE3MTE3OTkyODk6c3BfbXRmOjMwMDE0NTc0NjU3MTQzMjo6MDo6&url=%2FSG-Musical-Guitar-silicon-fingers%2Fdp%2FB0BD4B826N%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1711799289%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,JUAREZ,"Juârez Acoustic Guitar Kit Red, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, RED","₹2,719",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDW2/ref=sr_1_73?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-73
87,Intern,Intern INT-38C Acoustic Guitar Kit (Natural),"₹2,399",7 days Replacement,--,FREE delivery,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_74?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-74
88,Kadence,"Kadence Acoustica Series, Semi Acoustic Guitar Spruce Top","₹7,199",7 days Replacement,--,FREE delivery,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-Spruce/dp/B08L7XW5SR/ref=sr_1_75?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-75
89,JUAREZ,"JUAREZ JRZ-ST01, 6 Strings Linden Wood Electric Guitar, Right Handed with Bag/Case, 2 x Picks (3TS Sunburst)","₹5,755",--,In stock,FREE delivery,https://www.amazon.in/JRZ-ST01-6-String-Electric-Sunburst-Without/dp/B01FYZSOEE/ref=sr_1_76?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-76
90,Yamaha,"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)","₹8,979",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B08XVV1WH7/ref=sr_1_77?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-77
91,Kadence,"Kadence Guitar Acoustica Series A05, Electric Acoustic Guitar, Zebra Wood with Pickup, Inbuilt tuner and Bag (Zebra Wood, Electro Acoustic)","₹7,999",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-Zebra/dp/B07KXNKLJ2/ref=sr_1_78?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-78
92,JUAREZ,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","₹2,919",7 days Replacement,In stock,FREE delivery,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_79?dib=eyJ2IjoiMSJ9.2e2-5QVbo7m5UFmIZ9NWs583zCeA_H0HUKJ0xFpN0AIZtlDn-qmxKii4-JKyMwp7yztOhund2fy5vniYrNftuBBKMpohtcbBS5UAn1MPflXXAUbkaXUu_YjTN_f6wfw9DYxOdewAg98isQZyMyBy7J9tzJnUhRpvGBTEOyk3GOz8yPCu7GV6j3zMQFgIHC4p5mgJjWBuaRbz-Ok_KQnk_cqYXNjBj5TQfhzkS8fSw3oa5wKkYkT4x3GE9Lo9gYXLQ3SMklRUmbKGUB_DQS5iLuCs1eFEzq60Gld40GoCpMI.dLxW8g9eGBeFcYtS4vbLnr9DRBJeub2cPEXnzGPrQOk&dib_tag=se&keywords=guitar&qid=1711799289&sr=8-79
